Avg Accuracy,Avg F1 Score,Avg Log Loss,No. Neurons,Learning Rate,No. Epochs
0.9092677483,0.7528176722,3.133802318,80,0.08,80000
0.9092675367,0.7525527435,3.1338095501,100,0.09,70000
0.9092671428,0.7344835176,3.133813557,105,0.12,70000
0.9092430885,0.7432025283,3.1346490361,90,0.11,60000
0.9092429063,0.7405305063,3.1346537983,100,0.09,90000
0.9092429004,0.7383975317,3.1346535945,100,0.09,80000
0.9092187579,0.7525329999,3.1354943487,100,0.1,70000
0.9091702378,0.7419914386,3.1371645129,105,0.07,60000
0.909170226,0.744396649,3.1371671876,115,0.11,110000
0.9091701496,0.7542772942,3.1371749263,90,0.07,70000
0.9091700908,0.7391941168,3.1371686774,115,0.06,70000
0.9091460247,0.7468357689,3.1380038065,70,0.1,60000
0.9091457955,0.7420417255,3.1380095146,90,0.12,80000
0.9091218587,0.7509029615,3.1388405834,105,0.11,70000
0.9091215472,0.7418117035,3.1388472538,90,0.1,100000
0.909097534,0.750712947,3.1396809046,85,0.11,70000
0.9090974694,0.740611985,3.1396774185,105,0.11,60000
0.9090973106,0.739751059,3.1396826677,90,0.12,70000
0.9090733445,0.7482027084,3.1405152559,105,0.12,110000
0.9090732034,0.7484788846,3.1405200326,100,0.1,60000
0.9090249302,0.754893618,3.1421909748,80,0.07,60000
0.9090247421,0.7470012935,3.1421928771,110,0.05,60000
0.9090246715,0.7518386747,3.1421980674,90,0.07,80000
0.9090005702,0.7573098268,3.143034084,75,0.07,100000
0.9089763278,0.7400389344,3.1438618102,60,0.12,60000
0.9089762161,0.7414826248,3.1438660947,75,0.1,100000
0.9089761514,0.753919707,3.1438754825,65,0.06,80000
0.9089277195,0.7366316415,3.1455394017,110,0.12,90000
0.9089033889,0.7411139044,3.1463820586,60,0.09,80000
0.9088791229,0.7520520645,3.1472260295,80,0.12,70000
0.9088554978,0.7380257891,3.1480350932,95,0.11,90000
0.9088309967,0.747954938,3.1488860601,115,0.1,90000
0.9088307792,0.7369138822,3.1488877763,115,0.06,110000
0.9088306851,0.7313308252,3.1488883101,85,0.11,100000
0.9088305617,0.7402248458,3.1488973826,100,0.12,70000
0.9088068424,0.7533139159,3.1497231097,110,0.08,90000
0.9088063957,0.7325542794,3.1497273153,85,0.1,90000
0.9088063016,0.743515881,3.1497367294,65,0.09,60000
0.9087822885,0.7425551492,3.1505653779,105,0.08,80000
0.9087822062,0.7455367745,3.1505707807,105,0.11,110000
0.9087336802,0.7416492884,3.1522440746,105,0.1,60000
0.9087100432,0.7319136965,3.153056686,90,0.12,100000
0.9087095906,0.747027606,3.1530786972,95,0.1,60000
0.9086851483,0.7460993841,3.1539226324,110,0.11,70000
0.9086612468,0.7454230384,3.1547478885,105,0.09,90000
0.9086371455,0.7537418267,3.155584294,90,0.05,60000
0.908636781,0.7478094754,3.1555940131,100,0.11,60000
0.9086366105,0.7478882347,3.1555999792,100,0.09,60000
0.9085881198,0.7528317214,3.1572786674,75,0.08,80000
0.9085879964,0.7453769781,3.1572781031,60,0.12,90000
0.9085640361,0.7426239108,3.1581036834,70,0.07,60000
0.9085638833,0.7511091625,3.158113751,90,0.08,60000
0.9085397995,0.7431390956,3.1589409197,105,0.06,90000
0.9085154925,0.7459307471,3.1597819888,105,0.06,60000
0.9084917321,0.7520058466,3.1606059966,110,0.05,80000
0.908491638,0.7452956981,3.1606057944,75,0.07,80000
0.9084672898,0.7508744597,3.1614502242,70,0.06,80000
0.9084671369,0.7525862846,3.1614572872,100,0.12,60000
0.9084670135,0.7542843007,3.1614611039,95,0.05,60000
0.90846699,0.7366098208,3.1614526875,100,0.11,80000
0.908394492,0.7471500028,3.1639628457,95,0.08,110000
0.9083217941,0.7246135705,3.1664623802,115,0.12,70000
0.908321412,0.738000548,3.1664815103,95,0.05,80000
0.9082731799,0.7482694584,3.168153571,80,0.11,80000
0.9082730153,0.7440224693,3.1681576863,100,0.1,90000
0.9082490374,0.7404268999,3.1689833721,75,0.11,60000
0.9082487788,0.7332103655,3.1689879236,110,0.08,70000
0.9082243424,0.7538263229,3.169844549,65,0.1,100000
0.9082243247,0.7454459167,3.169839051,100,0.07,110000
0.9082004291,0.7479907324,3.1706663719,115,0.08,80000
0.9082001176,0.7528998714,3.170678859,100,0.12,110000
0.9081761455,0.746261411,3.1715040882,80,0.11,70000
0.9081518326,0.751768071,3.1723464076,105,0.08,70000
0.9080548217,0.7427067696,3.1756923511,70,0.06,70000
0.9080306557,0.7247382601,3.1765180975,100,0.12,90000
0.9079578756,0.7459864725,3.1790436234,70,0.12,60000
0.9078364636,0.7318645726,3.1832293286,115,0.12,60000
0.9078364459,0.7369702723,3.1832329231,75,0.12,90000
0.9078124269,0.7431966372,3.1840656335,115,0.08,60000
0.9078123916,0.7461176348,3.1840692556,60,0.12,110000
0.9077396056,0.7566841308,3.1865879082,100,0.11,70000
0.9077154396,0.7496406816,3.1874185402,80,0.06,80000
0.9076670076,0.7550727371,3.1890959158,105,0.07,90000
0.9076182818,0.7479198453,3.1907735149,115,0.11,80000
0.9075946918,0.7521913747,3.1915912273,105,0.12,90000
0.9075698498,0.7449626563,3.1924453836,110,0.09,110000
0.9075455486,0.7401527604,3.1932822555,110,0.12,60000
0.9075215707,0.7493976473,3.1941153662,65,0.08,70000
0.9074735738,0.7588620473,3.1957784136,75,0.07,110000
0.907448479,0.7509386917,3.1966408739,105,0.1,80000
0.907327696,0.7324915528,3.2008025471,90,0.09,60000
0.9073274314,0.7369569309,3.2008149404,110,0.1,60000
0.907109279,0.7358506835,3.2083491353,95,0.12,70000
0.906891638,0.7364139454,3.2158658197,75,0.09,60000
0.906866649,0.7519487613,3.2167378085,75,0.09,80000
0.9067938159,0.7433576003,3.2192488189,65,0.08,110000
0.9065753696,0.7564122438,3.2268019668,70,0.1,110000
0.9064542339,0.7535730001,3.2309838296,70,0.12,100000
0.9064302619,0.7389691278,3.2318046199,115,0.05,110000
0.9061392881,0.7428432178,3.2418571719,85,0.09,60000
0.9058482556,0.7295823885,3.2519026052,80,0.12,110000
0.9057268201,0.737415798,3.2561003668,110,0.09,100000
0.9055814537,0.7392660771,3.2611223067,75,0.1,80000
0.9039809129,0.7141555773,3.3163964937,115,0.11,70000
0.9034477794,0.7363734221,3.3348193265,110,0.09,80000
0.9030852012,0.7276346291,3.3473379907,110,0.08,60000
0.9025018664,0.7107777203,3.3674864189,105,0.12,100000
0.9017260735,0.7543633016,3.3942970007,85,0.09,70000
0.8984071128,0.7350904664,3.5089224135,70,0.11,60000
0.8887287188,0.7299775851,3.8432114753,65,0.11,110000
