Avg Accuracy,Avg F1 Score,Avg Log Loss,No. Neurons,Learning Rate,No. Epochs
0.9020657908,0.7451175259,3.3825582886,115,0.09,80000
0.9019443553,0.6953108605,3.3867303818,100,0.1,60000
0.9018974223,0.6903502299,3.3883507685,110,0.1,70000
0.9018734092,0.6857081499,3.3891805224,70,0.11,60000
0.9018715398,0.7023421829,3.3892491961,110,0.11,90000
0.9017025012,0.7184681083,3.395094406,110,0.08,70000
0.9016533051,0.7231943754,3.3951161059,85,0.1,60000
0.9013867325,0.7273256925,3.4060031555,100,0.05,70000
0.9010476031,0.7268661183,3.417717221,65,0.08,70000
0.900950169,0.7596325999,3.4202563297,105,0.11,90000
0.9008532757,0.7272436798,3.424428643,95,0.07,100000
0.9005380478,0.6774675661,3.4353021927,70,0.07,60000
0.9004165594,0.7038643622,3.4395110106,85,0.11,80000
0.8998358463,0.7279223523,3.4595739445,75,0.11,60000
0.8998104106,0.6814774612,3.4604353061,75,0.11,80000
0.8990588484,0.7366641884,3.4713291005,85,0.07,70000
0.8990588073,0.680245219,3.4863983514,65,0.1,70000
0.8989874144,0.7038325148,3.4888680698,95,0.08,70000
0.8985743997,0.7040173006,3.5031377296,105,0.1,110000
0.8984310966,0.6809344681,3.5013792389,75,0.11,70000
0.8983578285,0.6797263211,3.5106110068,85,0.09,70000
0.8981863034,0.6797939264,3.5165342284,115,0.1,60000
0.898161479,0.7582581627,3.5165771398,95,0.11,110000
0.8975794727,0.7496861608,3.5375210847,105,0.11,110000
0.8974101696,0.6545944658,3.5433360734,115,0.09,70000
0.8969248685,0.7280509714,3.5601161801,105,0.05,80000
0.8960060606,0.6772774489,3.5918425559,70,0.11,70000
0.8958821915,0.7297125361,3.5818875538,80,0.11,60000
0.8944514534,0.7423959572,3.6179079439,80,0.08,90000
0.8939215589,0.7145609712,3.6638460171,90,0.11,90000
0.8913496811,0.6146301901,3.7526563209,80,0.1,70000
0.8912511007,0.628505434,3.7560681837,65,0.11,70000
0.8902083708,0.7006781206,3.7921005592,65,0.11,60000
0.8897715663,0.622928221,3.8071657128,100,0.11,70000
0.8877612733,0.6093771905,3.8765981547,110,0.1,60000
0.8867404638,0.6254153367,3.9118696232,90,0.1,110000
0.8826913911,0.7097763109,4.0517341416,90,0.1,80000
0.8783026482,0.7227845054,4.1287780501,105,0.11,60000
0.8697766041,0.7286803843,4.4944641249,65,0.1,80000
